zone_id,dekad_start,rain_mm,rain_anomaly,rain_available_at,ndvi,ndvi_anomaly,ndvi_available_at
z_so_bulohawo_s,2016-02-01,0.0,0.0,2016-02-15T06:00:00+00:00,0.2527,0.0027,2016-02-18T06:00:00+00:00
z_so_bulohawo_s,2016-02-11,0.0,-2.69,2016-02-25T06:00:00+00:00,0.2631,0.0131,2016-02-28T06:00:00+00:00
z_so_bulohawo_s,2016-02-21,2.78,-3.6,2016-03-05T06:00:00+00:00,0.2738,0.0238,2016-03-08T06:00:00+00:00
z_so_bulohawo_s,2016-03-01,13.49,4.28,2016-03-15T06:00:00+00:00,0.2796,0.0296,2016-03-18T06:00:00+00:00
z_so_bulohawo_s,2016-03-11,8.29,-4.21,2016-03-25T06:00:00+00:00,0.2659,-0.0029,2016-03-28T06:00:00+00:00
z_so_bulohawo_s,2016-03-21,11.74,-3.68,2016-04-05T06:00:00+00:00,0.2809,-0.0182,2016-04-08T06:00:00+00:00
z_so_bulohawo_s,2016-04-01,9.94,-8.15,2016-04-15T06:00:00+00:00,0.2846,-0.0461,2016-04-18T06:00:00+00:00
z_so_bulohawo_s,2016-04-11,14.72,-5.24,2016-04-25T06:00:00+00:00,0.2996,-0.0575,2016-04-28T06:00:00+00:00
z_so_bulohawo_s,2016-04-21,23.1,-1.63,2016-05-05T06:00:00+00:00,0.3202,-0.0601,2016-05-08T06:00:00+00:00
z_so_bulohawo_s,2016-05-01,28.11,-2.34,2016-05-15T06:00:00+00:00,0.3477,-0.0519,2016-05-18T06:00:00+00:00
z_so_bulohawo_s,2016-05-11,35.42,0.89,2016-05-25T06:00:00+00:00,0.3604,-0.0542,2016-05-28T06:00:00+00:00
z_so_bulohawo_s,2016-05-21,22.37,-14.11,2016-06-05T06:00:00+00:00,0.3748,-0.0498,2016-06-08T06:00:00+00:00
z_so_bulohawo_s,2016-06-01,24.86,-10.98,2016-06-15T06:00:00+00:00,0.3874,-0.0424,2016-06-18T06:00:00+00:00
z_so_bulohawo_s,2016-06-11,25.76,-6.92,2016-06-25T06:00:00+00:00,0.3993,-0.0295,2016-06-28T06:00:00+00:00
z_so_bulohawo_s,2016-06-21,21.81,-5.45,2016-07-05T06:00:00+00:00,0.4092,-0.0134,2016-07-08T06:00:00+00:00
z_so_bulohawo_s,2016-07-01,17.05,-2.95,2016-07-15T06:00:00+00:00,0.411,-0.0003,2016-07-18T06:00:00+00:00
z_so_bulohawo_s,2016-07-11,8.24,-3.27,2016-07-25T06:00:00+00:00,0.4028,0.0076,2016-07-28T06:00:00+00:00
z_so_bulohawo_s,2016-07-21,2.33,-3.47,2016-08-05T06:00:00+00:00,0.4006,0.0258,2016-08-08T06:00:00+00:00
z_so_bulohawo_s,2016-08-01,11.47,9.77,2016-08-15T06:00:00+00:00,0.3807,0.0324,2016-08-18T06:00:00+00:00
z_so_bulohawo_s,2016-08-11,0.0,0.0,2016-08-25T06:00:00+00:00,0.367,0.0461,2016-08-28T06:00:00+00:00
z_so_bulohawo_s,2016-08-21,6.94,6.94,2016-09-05T06:00:00+00:00,0.3469,0.0552,2016-09-08T06:00:00+00:00
z_so_bulohawo_s,2016-09-01,0.0,0.0,2016-09-15T06:00:00+00:00,0.3169,0.059,2016-09-18T06:00:00+00:00
z_so_bulohawo_s,2016-09-11,0.0,0.0,2016-09-25T06:00:00+00:00,0.3071,0.0571,2016-09-28T06:00:00+00:00
z_so_bulohawo_s,2016-09-21,0.8,0.8,2016-10-05T06:00:00+00:00,0.2883,0.0383,2016-10-08T06:00:00+00:00
z_so_bulohawo_s,2016-10-01,14.34,14.34,2016-10-15T06:00:00+00:00,0.2892,0.0392,2016-10-18T06:00:00+00:00
z_so_bulohawo_s,2016-10-11,3.39,3.39,2016-10-25T06:00:00+00:00,0.2743,0.0243,2016-10-28T06:00:00+00:00
z_so_bulohawo_s,2016-10-21,6.05,2.37,2016-11-05T06:00:00+00:00,0.2643,0.0143,2016-11-08T06:00:00+00:00
z_so_bulohawo_s,2016-11-01,10.64,1.47,2016-11-15T06:00:00+00:00,0.2522,0.0022,2016-11-18T06:00:00+00:00
z_so_bulohawo_s,2016-11-11,17.3,4.24,2016-11-25T06:00:00+00:00,0.2661,0.0161,2016-11-28T06:00:00+00:00
z_so_bulohawo_s,2016-11-21,15.41,0.0,2016-12-05T06:00:00+00:00,0.2659,0.0159,2016-12-08T06:00:00+00:00
z_so_bulohawo_s,2016-12-01,7.3,-8.66,2016-12-15T06:00:00+00:00,0.2412,-0.0088,2016-12-18T06:00:00+00:00
z_so_bulohawo_s,2016-12-11,22.57,7.93,2016-12-25T06:00:00+00:00,0.2617,0.0117,2016-12-28T06:00:00+00:00
z_so_bulohawo_s,2016-12-21,8.04,-3.56,2017-01-05T06:00:00+00:00,0.2555,0.0055,2017-01-08T06:00:00+00:00
z_so_bulohawo_s,2017-01-01,9.14,2.56,2017-01-15T06:00:00+00:00,0.2395,-0.0105,2017-01-18T06:00:00+00:00
z_so_bulohawo_s,2017-01-11,4.04,2.76,2017-01-25T06:00:00+00:00,0.2553,0.0053,2017-01-28T06:00:00+00:00
z_so_bulohawo_s,2017-01-21,6.62,6.62,2017-02-05T06:00:00+00:00,0.2473,-0.0027,2017-02-08T06:00:00+00:00
z_so_bulohawo_s,2017-02-01,0.0,0.0,2017-02-15T06:00:00+00:00,0.2795,0.0295,2017-02-18T06:00:00+00:00
z_so_bulohawo_s,2017-02-11,3.18,0.5,2017-02-25T06:00:00+00:00,0.2698,0.0198,2017-02-28T06:00:00+00:00
z_so_bulohawo_s,2017-02-21,5.42,-0.97,2017-03-05T06:00:00+00:00,0.2534,0.0034,2017-03-08T06:00:00+00:00
z_so_bulohawo_s,2017-03-01,13.0,3.79,2017-03-15T06:00:00+00:00,0.2722,0.0222,2017-03-18T06:00:00+00:00
z_so_bulohawo_s,2017-03-11,14.21,1.72,2017-03-25T06:00:00+00:00,0.2856,0.0168,2017-03-28T06:00:00+00:00
z_so_bulohawo_s,2017-03-21,12.86,-2.55,2017-04-05T06:00:00+00:00,0.292,-0.0071,2017-04-08T06:00:00+00:00
z_so_bulohawo_s,2017-04-01,7.33,-10.76,2017-04-15T06:00:00+00:00,0.3148,-0.016,2017-04-18T06:00:00+00:00
z_so_bulohawo_s,2017-04-11,22.16,2.2,2017-04-25T06:00:00+00:00,0.3236,-0.0335,2017-04-28T06:00:00+00:00
z_so_bulohawo_s,2017-04-21,20.28,-4.45,2017-05-05T06:00:00+00:00,0.3445,-0.0359,2017-05-08T06:00:00+00:00
z_so_bulohawo_s,2017-05-01,36.9,6.45,2017-05-15T06:00:00+00:00,0.3647,-0.0349,2017-05-18T06:00:00+00:00
z_so_bulohawo_s,2017-05-11,34.24,-0.29,2017-05-25T06:00:00+00:00,0.3796,-0.035,2017-05-28T06:00:00+00:00
z_so_bulohawo_s,2017-05-21,38.33,1.85,2017-06-05T06:00:00+00:00,0.3856,-0.039,2017-06-08T06:00:00+00:00
z_so_bulohawo_s,2017-06-01,35.29,-0.55,2017-06-15T06:00:00+00:00,0.4018,-0.0279,2017-06-18T06:00:00+00:00
z_so_bulohawo_s,2017-06-11,30.66,-2.02,2017-06-25T06:00:00+00:00,0.4158,-0.013,2017-06-28T06:00:00+00:00
z_so_bulohawo_s,2017-06-21,23.05,-4.21,2017-07-05T06:00:00+00:00,0.4039,-0.0187,2017-07-08T06:00:00+00:00
z_so_bulohawo_s,2017-07-01,13.55,-6.45,2017-07-15T06:00:00+00:00,0.3836,-0.0277,2017-07-18T06:00:00+00:00
z_so_bulohawo_s,2017-07-11,11.72,0.21,2017-07-25T06:00:00+00:00,0.3929,-0.0023,2017-07-28T06:00:00+00:00
z_so_bulohawo_s,2017-07-21,17.19,11.4,2017-08-05T06:00:00+00:00,0.4154,0.0405,2017-08-08T06:00:00+00:00
z_so_bulohawo_s,2017-08-01,0.87,-0.83,2017-08-15T06:00:00+00:00,0.3913,0.0431,2017-08-18T06:00:00+00:00
z_so_bulohawo_s,2017-08-11,0.0,0.0,2017-08-25T06:00:00+00:00,0.3654,0.0444,2017-08-28T06:00:00+00:00
z_so_bulohawo_s,2017-08-21,2.5,2.5,2017-09-05T06:00:00+00:00,0.3472,0.0555,2017-09-08T06:00:00+00:00
z_so_bulohawo_s,2017-09-01,5.23,5.23,2017-09-15T06:00:00+00:00,0.3195,0.0615,2017-09-18T06:00:00+00:00
z_so_bulohawo_s,2017-09-11,0.0,0.0,2017-09-25T06:00:00+00:00,0.2858,0.0358,2017-09-28T06:00:00+00:00
z_so_bulohawo_s,2017-09-21,2.82,2.82,2017-10-05T06:00:00+00:00,0.2793,0.0293,2017-10-08T06:00:00+00:00
z_so_bulohawo_s,2017-10-01,0.0,0.0,2017-10-15T06:00:00+00:00,0.2678,0.0178,2017-10-18T06:00:00+00:00
z_so_bulohawo_s,2017-10-11,0.58,0.58,2017-10-25T06:00:00+00:00,0.2541,0.0041,2017-10-28T06:00:00+00:00
z_so_bulohawo_s,2017-10-21,1.2,-2.47,2017-11-05T06:00:00+00:00,0.2595,0.0095,2017-11-08T06:00:00+00:00
z_so_bulohawo_s,2017-11-01,18.58,9.41,2017-11-15T06:00:00+00:00,0.2696,0.0196,2017-11-18T06:00:00+00:00
z_so_bulohawo_s,2017-11-11,11.67,-1.38,2017-11-25T06:00:00+00:00,0.2726,0.0226,2017-11-28T06:00:00+00:00
z_so_bulohawo_s,2017-11-21,8.69,-6.72,2017-12-05T06:00:00+00:00,0.2439,-0.0061,2017-12-08T06:00:00+00:00
z_so_bulohawo_s,2017-12-01,16.75,0.79,2017-12-15T06:00:00+00:00,0.2565,0.0065,2017-12-18T06:00:00+00:00
z_so_bulohawo_s,2017-12-11,9.16,-5.48,2017-12-25T06:00:00+00:00,0.2403,-0.0097,2017-12-28T06:00:00+00:00
z_so_bulohawo_s,2017-12-21,8.67,-2.93,2018-01-05T06:00:00+00:00,0.2428,-0.0072,2018-01-08T06:00:00+00:00
z_so_bulohawo_s,2018-01-01,3.66,-2.92,2018-01-15T06:00:00+00:00,0.228,-0.022,2018-01-18T06:00:00+00:00
z_so_bulohawo_s,2018-01-11,4.07,2.79,2018-01-25T06:00:00+00:00,0.2392,-0.0108,2018-01-28T06:00:00+00:00
z_so_bulohawo_s,2018-01-21,2.79,2.79,2018-02-05T06:00:00+00:00,0.2541,0.0041,2018-02-08T06:00:00+00:00
z_so_bulohawo_s,2018-02-01,12.47,12.47,2018-02-15T06:00:00+00:00,0.2707,0.0207,2018-02-18T06:00:00+00:00
z_so_bulohawo_s,2018-02-11,4.34,1.65,2018-02-25T06:00:00+00:00,0.2771,0.0271,2018-02-28T06:00:00+00:00
z_so_bulohawo_s,2018-02-21,0.0,-6.39,2018-03-05T06:00:00+00:00,0.2707,0.0207,2018-03-08T06:00:00+00:00
z_so_bulohawo_s,2018-03-01,2.68,-6.53,2018-03-15T06:00:00+00:00,0.2495,-0.0005,2018-03-18T06:00:00+00:00
z_so_bulohawo_s,2018-03-11,10.3,-2.2,2018-03-25T06:00:00+00:00,0.2643,-0.0044,2018-03-28T06:00:00+00:00
z_so_bulohawo_s,2018-03-21,10.78,-4.63,2018-04-05T06:00:00+00:00,0.2531,-0.046,2018-04-08T06:00:00+00:00
z_so_bulohawo_s,2018-04-01,7.21,-10.88,2018-04-15T06:00:00+00:00,0.2809,-0.0499,2018-04-18T06:00:00+00:00
z_so_bulohawo_s,2018-04-11,21.41,1.44,2018-04-25T06:00:00+00:00,0.328,-0.0291,2018-04-28T06:00:00+00:00
z_so_bulohawo_s,2018-04-21,23.12,-1.61,2018-05-05T06:00:00+00:00,0.3286,-0.0517,2018-05-08T06:00:00+00:00
z_so_bulohawo_s,2018-05-01,27.17,-3.28,2018-05-15T06:00:00+00:00,0.3659,-0.0337,2018-05-18T06:00:00+00:00
z_so_bulohawo_s,2018-05-11,22.21,-12.32,2018-05-25T06:00:00+00:00,0.3547,-0.0599,2018-05-28T06:00:00+00:00
z_so_bulohawo_s,2018-05-21,35.72,-0.76,2018-06-05T06:00:00+00:00,0.3877,-0.037,2018-06-08T06:00:00+00:00
z_so_bulohawo_s,2018-06-01,34.52,-1.32,2018-06-15T06:00:00+00:00,0.3817,-0.048,2018-06-18T06:00:00+00:00
z_so_bulohawo_s,2018-06-11,34.89,2.21,2018-06-25T06:00:00+00:00,0.3971,-0.0317,2018-06-28T06:00:00+00:00
z_so_bulohawo_s,2018-06-21,23.88,-3.38,2018-07-05T06:00:00+00:00,0.4138,-0.0088,2018-07-08T06:00:00+00:00
z_so_bulohawo_s,2018-07-01,15.28,-4.72,2018-07-15T06:00:00+00:00,0.3945,-0.0168,2018-07-18T06:00:00+00:00
z_so_bulohawo_s,2018-07-11,11.03,-0.48,2018-07-25T06:00:00+00:00,0.3995,0.0042,2018-07-28T06:00:00+00:00
z_so_bulohawo_s,2018-07-21,8.58,2.79,2018-08-05T06:00:00+00:00,0.396,0.0212,2018-08-08T06:00:00+00:00
z_so_bulohawo_s,2018-08-01,12.49,10.79,2018-08-15T06:00:00+00:00,0.3885,0.0402,2018-08-18T06:00:00+00:00
z_so_bulohawo_s,2018-08-11,2.73,2.73,2018-08-25T06:00:00+00:00,0.368,0.047,2018-08-28T06:00:00+00:00
z_so_bulohawo_s,2018-08-21,1.91,1.91,2018-09-05T06:00:00+00:00,0.336,0.0444,2018-09-08T06:00:00+00:00
z_so_bulohawo_s,2018-09-01,0.0,0.0,2018-09-15T06:00:00+00:00,0.3186,0.0606,2018-09-18T06:00:00+00:00
z_so_bulohawo_s,2018-09-11,0.0,0.0,2018-09-25T06:00:00+00:00,0.2775,0.0275,2018-09-28T06:00:00+00:00
z_so_bulohawo_s,2018-09-21,7.97,7.97,2018-10-05T06:00:00+00:00,0.2639,0.0139,2018-10-08T06:00:00+00:00
z_so_bulohawo_s,2018-10-01,0.0,0.0,2018-10-15T06:00:00+00:00,0.2676,0.0176,2018-10-18T06:00:00+00:00
z_so_bulohawo_s,2018-10-11,0.0,0.0,2018-10-25T06:00:00+00:00,0.2654,0.0154,2018-10-28T06:00:00+00:00
z_so_bulohawo_s,2018-10-21,0.0,-3.68,2018-11-05T06:00:00+00:00,0.2568,0.0068,2018-11-08T06:00:00+00:00
z_so_bulohawo_s,2018-11-01,13.03,3.86,2018-11-15T06:00:00+00:00,0.2436,-0.0064,2018-11-18T06:00:00+00:00
z_so_bulohawo_s,2018-11-11,2.21,-10.84,2018-11-25T06:00:00+00:00,0.2196,-0.0304,2018-11-28T06:00:00+00:00
z_so_bulohawo_s,2018-11-21,31.04,15.63,2018-12-05T06:00:00+00:00,0.2343,-0.0157,2018-12-08T06:00:00+00:00
z_so_bulohawo_s,2018-12-01,19.19,3.23,2018-12-15T06:00:00+00:00,0.2549,0.0049,2018-12-18T06:00:00+00:00
z_so_bulohawo_s,2018-12-11,6.42,-8.22,2018-12-25T06:00:00+00:00,0.2432,-0.0068,2018-12-28T06:00:00+00:00
z_so_bulohawo_s,2018-12-21,8.3,-3.3,2019-01-05T06:00:00+00:00,0.2467,-0.0033,2019-01-08T06:00:00+00:00
z_so_bulohawo_s,2019-01-01,3.36,-3.22,2019-01-15T06:00:00+00:00,0.2486,-0.0014,2019-01-18T06:00:00+00:00
z_so_bulohawo_s,2019-01-11,0.0,-1.28,2019-01-25T06:00:00+00:00,0.2558,0.0058,2019-01-28T06:00:00+00:00
z_so_bulohawo_s,2019-01-21,8.46,8.46,2019-02-05T06:00:00+00:00,0.252,0.002,2019-02-08T06:00:00+00:00
z_so_bulohawo_s,2019-02-01,0.0,0.0,2019-02-15T06:00:00+00:00,0.2355,-0.0145,2019-02-18T06:00:00+00:00
z_so_bulohawo_s,2019-02-11,3.61,0.93,2019-02-25T06:00:00+00:00,0.2398,-0.0102,2019-02-28T06:00:00+00:00
z_so_bulohawo_s,2019-02-21,0.47,-5.91,2019-03-05T06:00:00+00:00,0.2353,-0.0147,2019-03-08T06:00:00+00:00
z_so_bulohawo_s,2019-03-01,1.59,-7.62,2019-03-15T06:00:00+00:00,0.2451,-0.0049,2019-03-18T06:00:00+00:00
z_so_bulohawo_s,2019-03-11,7.78,-4.72,2019-03-25T06:00:00+00:00,0.2409,-0.0278,2019-03-28T06:00:00+00:00
z_so_bulohawo_s,2019-03-21,12.34,-3.08,2019-04-05T06:00:00+00:00,0.2427,-0.0564,2019-04-08T06:00:00+00:00
z_so_bulohawo_s,2019-04-01,12.91,-5.18,2019-04-15T06:00:00+00:00,0.2762,-0.0546,2019-04-18T06:00:00+00:00
z_so_bulohawo_s,2019-04-11,15.56,-4.41,2019-04-25T06:00:00+00:00,0.3016,-0.0556,2019-04-28T06:00:00+00:00
z_so_bulohawo_s,2019-04-21,27.87,3.14,2019-05-05T06:00:00+00:00,0.3239,-0.0564,2019-05-08T06:00:00+00:00
z_so_bulohawo_s,2019-05-01,30.55,0.09,2019-05-15T06:00:00+00:00,0.3526,-0.047,2019-05-18T06:00:00+00:00
z_so_bulohawo_s,2019-05-11,33.76,-0.77,2019-05-25T06:00:00+00:00,0.3686,-0.046,2019-05-28T06:00:00+00:00
z_so_bulohawo_s,2019-05-21,45.66,9.18,2019-06-05T06:00:00+00:00,0.3906,-0.034,2019-06-08T06:00:00+00:00
z_so_bulohawo_s,2019-06-01,30.41,-5.43,2019-06-15T06:00:00+00:00,0.399,-0.0307,2019-06-18T06:00:00+00:00
z_so_bulohawo_s,2019-06-11,43.78,11.1,2019-06-25T06:00:00+00:00,0.4181,-0.0107,2019-06-28T06:00:00+00:00
z_so_bulohawo_s,2019-06-21,21.98,-5.27,2019-07-05T06:00:00+00:00,0.4262,0.0037,2019-07-08T06:00:00+00:00
z_so_bulohawo_s,2019-07-01,20.59,0.59,2019-07-15T06:00:00+00:00,0.4132,0.0019,2019-07-18T06:00:00+00:00
z_so_bulohawo_s,2019-07-11,15.41,3.89,2019-07-25T06:00:00+00:00,0.4015,0.0063,2019-07-28T06:00:00+00:00
z_so_bulohawo_s,2019-07-21,2.11,-3.69,2019-08-05T06:00:00+00:00,0.397,0.0222,2019-08-08T06:00:00+00:00
z_so_bulohawo_s,2019-08-01,0.0,-1.7,2019-08-15T06:00:00+00:00,0.3713,0.023,2019-08-18T06:00:00+00:00
z_so_bulohawo_s,2019-08-11,0.5,0.5,2019-08-25T06:00:00+00:00,0.3649,0.0439,2019-08-28T06:00:00+00:00
z_so_bulohawo_s,2019-08-21,3.13,3.13,2019-09-05T06:00:00+00:00,0.3308,0.0391,2019-09-08T06:00:00+00:00
z_so_bulohawo_s,2019-09-01,3.24,3.24,2019-09-15T06:00:00+00:00,0.296,0.0381,2019-09-18T06:00:00+00:00
z_so_bulohawo_s,2019-09-11,2.8,2.8,2019-09-25T06:00:00+00:00,0.2902,0.0402,2019-09-28T06:00:00+00:00
z_so_bulohawo_s,2019-09-21,2.06,2.06,2019-10-05T06:00:00+00:00,0.2695,0.0195,2019-10-08T06:00:00+00:00
z_so_bulohawo_s,2019-10-01,4.25,4.25,2019-10-15T06:00:00+00:00,0.2746,0.0246,2019-10-18T06:00:00+00:00
z_so_bulohawo_s,2019-10-11,7.98,7.98,2019-10-25T06:00:00+00:00,0.2558,0.0058,2019-10-28T06:00:00+00:00
z_so_bulohawo_s,2019-10-21,7.62,3.94,2019-11-05T06:00:00+00:00,0.2547,0.0047,2019-11-08T06:00:00+00:00
z_so_bulohawo_s,2019-11-01,3.33,-5.84,2019-11-15T06:00:00+00:00,0.2494,-0.0006,2019-11-18T06:00:00+00:00
z_so_bulohawo_s,2019-11-11,1.57,-11.49,2019-11-25T06:00:00+00:00,0.2286,-0.0214,2019-11-28T06:00:00+00:00
z_so_bulohawo_s,2019-11-21,8.47,-6.94,2019-12-05T06:00:00+00:00,0.2144,-0.0356,2019-12-08T06:00:00+00:00
z_so_bulohawo_s,2019-12-01,20.92,4.97,2019-12-15T06:00:00+00:00,0.2387,-0.0113,2019-12-18T06:00:00+00:00
z_so_bulohawo_s,2019-12-11,16.58,1.95,2019-12-25T06:00:00+00:00,0.2291,-0.0209,2019-12-28T06:00:00+00:00
z_so_bulohawo_s,2019-12-21,1.82,-9.78,2020-01-05T06:00:00+00:00,0.2276,-0.0224,2020-01-08T06:00:00+00:00
z_so_bulohawo_s,2020-01-01,1.37,-5.22,2020-01-15T06:00:00+00:00,0.2382,-0.0118,2020-01-18T06:00:00+00:00
z_so_bulohawo_s,2020-01-11,3.95,2.67,2020-01-25T06:00:00+00:00,0.2574,0.0074,2020-01-28T06:00:00+00:00
z_so_bulohawo_s,2020-01-21,0.0,0.0,2020-02-05T06:00:00+00:00,0.2488,-0.0012,2020-02-08T06:00:00+00:00
z_so_bulohawo_s,2020-02-01,0.0,0.0,2020-02-15T06:00:00+00:00,0.2358,-0.0142,2020-02-18T06:00:00+00:00
z_so_bulohawo_s,2020-02-11,4.77,2.08,2020-02-25T06:00:00+00:00,0.269,0.019,2020-02-28T06:00:00+00:00
z_so_bulohawo_s,2020-02-21,5.7,-0.69,2020-03-05T06:00:00+00:00,0.2651,0.0151,2020-03-08T06:00:00+00:00
z_so_bulohawo_s,2020-03-01,8.78,-0.43,2020-03-15T06:00:00+00:00,0.2552,0.0052,2020-03-18T06:00:00+00:00
z_so_bulohawo_s,2020-03-11,12.0,-0.5,2020-03-25T06:00:00+00:00,0.2626,-0.0061,2020-03-28T06:00:00+00:00
z_so_bulohawo_s,2020-03-21,14.46,-0.95,2020-04-05T06:00:00+00:00,0.2702,-0.0289,2020-04-08T06:00:00+00:00
z_so_bulohawo_s,2020-04-01,11.91,-6.18,2020-04-15T06:00:00+00:00,0.2784,-0.0524,2020-04-18T06:00:00+00:00
z_so_bulohawo_s,2020-04-11,17.68,-2.28,2020-04-25T06:00:00+00:00,0.298,-0.0592,2020-04-28T06:00:00+00:00
z_so_bulohawo_s,2020-04-21,22.74,-1.99,2020-05-05T06:00:00+00:00,0.3322,-0.0481,2020-05-08T06:00:00+00:00
z_so_bulohawo_s,2020-05-01,29.29,-1.16,2020-05-15T06:00:00+00:00,0.3698,-0.0298,2020-05-18T06:00:00+00:00
z_so_bulohawo_s,2020-05-11,33.35,-1.17,2020-05-25T06:00:00+00:00,0.3847,-0.0298,2020-05-28T06:00:00+00:00
z_so_bulohawo_s,2020-05-21,31.65,-4.83,2020-06-05T06:00:00+00:00,0.3764,-0.0482,2020-06-08T06:00:00+00:00
z_so_bulohawo_s,2020-06-01,35.1,-0.74,2020-06-15T06:00:00+00:00,0.397,-0.0327,2020-06-18T06:00:00+00:00
z_so_bulohawo_s,2020-06-11,27.97,-4.71,2020-06-25T06:00:00+00:00,0.415,-0.0138,2020-06-28T06:00:00+00:00
z_so_bulohawo_s,2020-06-21,29.44,2.18,2020-07-05T06:00:00+00:00,0.4004,-0.0222,2020-07-08T06:00:00+00:00
z_so_bulohawo_s,2020-07-01,10.63,-9.37,2020-07-15T06:00:00+00:00,0.4076,-0.0037,2020-07-18T06:00:00+00:00
z_so_bulohawo_s,2020-07-11,14.6,3.09,2020-07-25T06:00:00+00:00,0.3993,0.0041,2020-07-28T06:00:00+00:00
z_so_bulohawo_s,2020-07-21,2.9,-2.89,2020-08-05T06:00:00+00:00,0.4027,0.0279,2020-08-08T06:00:00+00:00
z_so_bulohawo_s,2020-08-01,9.76,8.06,2020-08-15T06:00:00+00:00,0.3822,0.034,2020-08-18T06:00:00+00:00
z_so_bulohawo_s,2020-08-11,1.15,1.15,2020-08-25T06:00:00+00:00,0.3571,0.0362,2020-08-28T06:00:00+00:00
z_so_bulohawo_s,2020-08-21,10.49,10.49,2020-09-05T06:00:00+00:00,0.3483,0.0567,2020-09-08T06:00:00+00:00
z_so_bulohawo_s,2020-09-01,3.16,3.16,2020-09-15T06:00:00+00:00,0.3274,0.0695,2020-09-18T06:00:00+00:00
z_so_bulohawo_s,2020-09-11,0.0,0.0,2020-09-25T06:00:00+00:00,0.3049,0.0549,2020-09-28T06:00:00+00:00
z_so_bulohawo_s,2020-09-21,0.0,0.0,2020-10-05T06:00:00+00:00,0.2842,0.0342,2020-10-08T06:00:00+00:00
z_so_bulohawo_s,2020-10-01,3.57,3.57,2020-10-15T06:00:00+00:00,0.2884,0.0384,2020-10-18T06:00:00+00:00
z_so_bulohawo_s,2020-10-11,0.0,0.0,2020-10-25T06:00:00+00:00,0.2663,0.0163,2020-10-28T06:00:00+00:00
z_so_bulohawo_s,2020-10-21,7.11,3.43,2020-11-05T06:00:00+00:00,0.2785,0.0285,2020-11-08T06:00:00+00:00
z_so_bulohawo_s,2020-11-01,2.49,-6.68,2020-11-15T06:00:00+00:00,0.261,0.011,2020-11-18T06:00:00+00:00
z_so_bulohawo_s,2020-11-11,14.71,1.66,2020-11-25T06:00:00+00:00,0.2781,0.0281,2020-11-28T06:00:00+00:00
z_so_bulohawo_s,2020-11-21,16.84,1.43,2020-12-05T06:00:00+00:00,0.2648,0.0148,2020-12-08T06:00:00+00:00
z_so_bulohawo_s,2020-12-01,13.02,-2.94,2020-12-15T06:00:00+00:00,0.2632,0.0132,2020-12-18T06:00:00+00:00
z_so_bulohawo_s,2020-12-11,11.77,-2.87,2020-12-25T06:00:00+00:00,0.2521,0.0021,2020-12-28T06:00:00+00:00
z_so_bulohawo_s,2020-12-21,9.44,-2.16,2021-01-05T06:00:00+00:00,0.2474,-0.0026,2021-01-08T06:00:00+00:00
z_so_bulohawo_s,2021-01-01,0.0,-6.58,2021-01-15T06:00:00+00:00,0.2443,-0.0057,2021-01-18T06:00:00+00:00
z_so_bulohawo_s,2021-01-11,0.0,-1.28,2021-01-25T06:00:00+00:00,0.2537,0.0037,2021-01-28T06:00:00+00:00
z_so_bulohawo_s,2021-01-21,3.66,3.66,2021-02-05T06:00:00+00:00,0.262,0.012,2021-02-08T06:00:00+00:00
z_so_bulohawo_s,2021-02-01,0.0,0.0,2021-02-15T06:00:00+00:00,0.2648,0.0148,2021-02-18T06:00:00+00:00
z_so_bulohawo_s,2021-02-11,12.34,9.65,2021-02-25T06:00:00+00:00,0.2663,0.0163,2021-02-28T06:00:00+00:00
z_so_bulohawo_s,2021-02-21,0.0,-6.39,2021-03-05T06:00:00+00:00,0.2474,-0.0026,2021-03-08T06:00:00+00:00
z_so_bulohawo_s,2021-03-01,4.3,-4.91,2021-03-15T06:00:00+00:00,0.2474,-0.0026,2021-03-18T06:00:00+00:00
z_so_bulohawo_s,2021-03-11,4.69,-7.81,2021-03-25T06:00:00+00:00,0.2319,-0.0368,2021-03-28T06:00:00+00:00
z_so_bulohawo_s,2021-03-21,9.58,-5.84,2021-04-05T06:00:00+00:00,0.2385,-0.0606,2021-04-08T06:00:00+00:00
z_so_bulohawo_s,2021-04-01,25.1,7.01,2021-04-15T06:00:00+00:00,0.2754,-0.0554,2021-04-18T06:00:00+00:00
z_so_bulohawo_s,2021-04-11,13.05,-6.92,2021-04-25T06:00:00+00:00,0.3204,-0.0367,2021-04-28T06:00:00+00:00
z_so_bulohawo_s,2021-04-21,25.08,0.35,2021-05-05T06:00:00+00:00,0.357,-0.0233,2021-05-08T06:00:00+00:00
z_so_bulohawo_s,2021-05-01,21.74,-8.71,2021-05-15T06:00:00+00:00,0.3835,-0.0162,2021-05-18T06:00:00+00:00
z_so_bulohawo_s,2021-05-11,30.5,-4.02,2021-05-25T06:00:00+00:00,0.3757,-0.0389,2021-05-28T06:00:00+00:00
z_so_bulohawo_s,2021-05-21,30.33,-6.14,2021-06-05T06:00:00+00:00,0.3996,-0.025,2021-06-08T06:00:00+00:00
z_so_bulohawo_s,2021-06-01,35.98,0.14,2021-06-15T06:00:00+00:00,0.4144,-0.0153,2021-06-18T06:00:00+00:00
z_so_bulohawo_s,2021-06-11,38.37,5.7,2021-06-25T06:00:00+00:00,0.4308,0.002,2021-06-28T06:00:00+00:00
