event_id,event_date,zone_id,event_type,sub_event_type,fatalities,actor1,actor2,notes,lon,lat,available_at
SEED000515,2016-12-01,z_ke_arabia,Protests,,3,Highland Communal Militia,Border Watch Irregulars,Reported incident involving Highland Communal Militia and Border Watch Irregulars.,41.679899007942154,3.6683627672439765,2016-12-09T12:00:00+00:00
SEED000516,2016-12-19,z_ke_arabia,Violence against civilians,,5,Northgate Pastoralist Bloc,Highland Communal Militia,Reported incident involving Northgate Pastoralist Bloc and Highland Communal Militia.,41.75666844847767,3.732661763176784,2016-12-23T12:00:00+00:00
SEED000517,2016-12-19,z_so_bulohawo_s,Protests,,5,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,42.10920292011789,3.753609175426571,2016-12-28T12:00:00+00:00
SEED000518,2016-12-19,z_ke_mandera_west,Protests,,0,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.58579784073925,3.9906691477889242,2016-12-28T12:00:00+00:00
SEED000519,2016-12-12,z_ke_mandera_west,Strategic developments,,3,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.55415782432297,3.9008056096355967,2016-12-15T12:00:00+00:00
SEED000520,2016-12-16,z_so_bulohawo,Protests,,2,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,42.08187683826929,3.9470512517774194,2016-12-18T12:00:00+00:00
SEED000521,2016-12-12,z_so_dolow,Battles,,3,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,42.04662861094154,4.151703439497425,2016-12-18T12:00:00+00:00
SEED000522,2016-12-13,z_so_dolow,Strategic developments,,0,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,42.129292252406046,4.210706323951255,2016-12-18T12:00:00+00:00
SEED000523,2016-12-25,z_ke_mandera_south,Riots,,2,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,41.5104561310769,3.626080345279679,2017-01-01T12:00:00+00:00
SEED000524,2016-12-25,z_so_bulohawo_s,Strategic developments,,5,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,42.07401838715144,3.69905748594698,2016-12-29T12:00:00+00:00
SEED000525,2016-12-25,z_ke_mandera_west,Violence against civilians,,3,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.47936247801103,3.9339924557895496,2017-01-01T12:00:00+00:00
SEED000526,2016-12-24,z_et_suftu,Protests,,0,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,41.60064311658252,4.186634805953879,2016-12-29T12:00:00+00:00
SEED000527,2016-12-25,z_so_dolow,Violence against civilians,,0,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,42.00849371375088,4.1499250844364655,2016-12-29T12:00:00+00:00
SEED000528,2017-01-03,z_so_bulohawo_s,Battles,,5,Rangeland Defence Front,Border Watch Irregulars,Reported incident involving Rangeland Defence Front and Border Watch Irregulars.,42.00661420450536,3.7569274926621254,2017-01-05T12:00:00+00:00
SEED000529,2017-01-09,z_so_bulohawo,Strategic developments,,4,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.9829006768666,4.038124349831378,2017-01-11T12:00:00+00:00
SEED000530,2017-01-08,z_et_suftu,Protests,,0,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.500502075200316,4.24643721885668,2017-01-17T12:00:00+00:00
SEED000531,2017-01-05,z_et_suftu,Battles,,0,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.477986092295644,4.247532287783025,2017-01-10T12:00:00+00:00
SEED000532,2017-01-09,z_et_dolo_ado,Battles,,5,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,41.68463773659945,4.15568258808635,2017-01-16T12:00:00+00:00
SEED000533,2017-01-15,z_ke_arabia,Riots,,0,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.70031689539105,3.688424808923747,2017-01-19T12:00:00+00:00
SEED000534,2017-01-18,z_ke_mandera_west,Protests,,5,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.46612552250015,3.9318054212629296,2017-01-26T12:00:00+00:00
SEED000535,2017-01-17,z_et_suftu,Strategic developments,,4,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.54846914156968,4.1644217319010455,2017-01-25T12:00:00+00:00
SEED000536,2017-01-19,z_et_dolo_ado,Violence against civilians,,4,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.77798648305106,4.245144443259807,2017-01-28T12:00:00+00:00
SEED000537,2017-01-14,z_so_dolow,Battles,,3,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,41.95157926664521,4.241334906237858,2017-01-16T12:00:00+00:00
SEED000538,2017-01-29,z_ke_mandera_south,Battles,,4,Northgate Pastoralist Bloc,Rangeland Defence Front,Reported incident involving Northgate Pastoralist Bloc and Rangeland Defence Front.,41.55472444300804,3.6337453256643344,2017-01-31T12:00:00+00:00
SEED000539,2017-01-22,z_ke_mandera_south,Protests,,4,Northgate Pastoralist Bloc,Highland Communal Militia,Reported incident involving Northgate Pastoralist Bloc and Highland Communal Militia.,41.41500962126229,3.7261124936092016,2017-01-27T12:00:00+00:00
SEED000540,2017-01-24,z_ke_arabia,Battles,,5,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,41.78310263066673,3.736725009959471,2017-02-02T12:00:00+00:00
SEED000541,2017-01-24,z_ke_mandera_west,Violence against civilians,,5,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.55290336398733,3.9843276429404266,2017-01-31T12:00:00+00:00
SEED000542,2017-01-25,z_so_bulohawo,Protests,,1,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,41.98896314343937,4.002369657450246,2017-01-28T12:00:00+00:00
SEED000543,2017-01-27,z_et_suftu,Protests,,5,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.570424545475774,4.1794005118641415,2017-02-04T12:00:00+00:00
SEED000544,2017-01-22,z_et_dolo_ado,Protests,,5,Rangeland Defence Front,Border Watch Irregulars,Reported incident involving Rangeland Defence Front and Border Watch Irregulars.,41.786741823680515,4.166382010732292,2017-01-25T12:00:00+00:00
SEED000545,2017-01-26,z_so_dolow,Violence against civilians,,0,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,42.071237362882066,4.220151631591716,2017-01-30T12:00:00+00:00
SEED000546,2017-02-07,z_so_bulohawo_s,Strategic developments,,5,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.97251248792117,3.7836250587759586,2017-02-11T12:00:00+00:00
SEED000547,2017-02-04,z_so_bulohawo_s,Riots,,3,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.96933781110361,3.7355132642221895,2017-02-10T12:00:00+00:00
SEED000548,2017-02-11,z_ke_mandera_south,Violence against civilians,,2,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.50470369710421,3.676418851290788,2017-02-19T12:00:00+00:00
SEED000549,2017-02-13,z_ke_mandera_town,Protests,,4,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.723071738434015,3.93633714362573,2017-02-17T12:00:00+00:00
SEED000550,2017-02-13,z_et_dolo_ado,Protests,,3,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.715387795373026,4.17055261662625,2017-02-22T12:00:00+00:00
SEED000551,2017-02-18,z_so_dolow,Violence against civilians,,3,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,42.009247626619874,4.197705154939189,2017-02-22T12:00:00+00:00
SEED000552,2017-02-24,z_ke_mandera_south,Protests,,2,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.47185554494051,3.756793762851124,2017-03-02T12:00:00+00:00
SEED000553,2017-02-22,z_ke_mandera_south,Violence against civilians,,0,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.53710672498951,3.6985998101100863,2017-02-26T12:00:00+00:00
SEED000554,2017-03-01,z_et_suftu,Protests,,3,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.56254060933995,4.2987435953015245,2017-03-03T12:00:00+00:00
SEED000555,2017-03-03,z_so_bulohawo,Riots,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,42.08251213971949,3.947253331681449,2017-03-11T12:00:00+00:00
SEED000556,2017-03-02,z_et_suftu,Protests,,5,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.459511956394046,4.242053353796912,2017-03-11T12:00:00+00:00
SEED000557,2017-03-08,z_et_dolo_ado,Battles,,0,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.81207155040979,4.121893014565215,2017-03-16T12:00:00+00:00
SEED000558,2017-03-05,z_so_dolow,Riots,,5,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,41.923040406175055,4.314946089053327,2017-03-14T12:00:00+00:00
SEED000559,2017-03-13,z_ke_arabia,Battles,,5,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.82519108957342,3.7565757734392244,2017-03-18T12:00:00+00:00
SEED000560,2017-03-19,z_et_suftu,Strategic developments,,1,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.50731534177943,4.2000331763703365,2017-03-22T12:00:00+00:00
SEED000561,2017-03-16,z_et_suftu,Strategic developments,,1,Border Watch Irregulars,Northgate Pastoralist Bloc,Reported incident involving Border Watch Irregulars and Northgate Pastoralist Bloc.,41.58679104186374,4.1969244638344865,2017-03-22T12:00:00+00:00
SEED000562,2017-03-11,z_so_dolow,Protests,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.975907309613994,4.242657583145816,2017-03-19T12:00:00+00:00
SEED000563,2017-03-24,z_ke_arabia,Strategic developments,,4,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.7321175311083,3.7295674941262473,2017-03-31T12:00:00+00:00
SEED000564,2017-03-24,z_so_bulohawo_s,Riots,,3,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,42.018140541549975,3.680342140014041,2017-03-30T12:00:00+00:00
SEED000565,2017-03-24,z_ke_mandera_town,Battles,,4,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,41.77098979500275,3.9674339765147644,2017-04-01T12:00:00+00:00
SEED000566,2017-04-06,z_so_bulohawo_s,Riots,,2,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,42.07908444466843,3.6611142029405,2017-04-08T12:00:00+00:00
SEED000567,2017-04-05,z_ke_mandera_town,Protests,,3,Riverine Self-Defence Group,Northgate Pastoralist Bloc,Reported incident involving Riverine Self-Defence Group and Northgate Pastoralist Bloc.,41.81561905856912,4.001060691060848,2017-04-07T12:00:00+00:00
SEED000568,2017-04-09,z_ke_mandera_town,Strategic developments,,0,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,41.71549984764255,4.0733192970059084,2017-04-16T12:00:00+00:00
SEED000569,2017-04-08,z_et_suftu,Violence against civilians,,5,Riverine Self-Defence Group,Highland Communal Militia,Reported incident involving Riverine Self-Defence Group and Highland Communal Militia.,41.49075343272064,4.224216825770026,2017-04-13T12:00:00+00:00
SEED000570,2017-04-08,z_et_suftu,Strategic developments,,5,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.44976118593802,4.225899717557321,2017-04-15T12:00:00+00:00
SEED000571,2017-04-12,z_ke_arabia,Battles,,1,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.78682800617007,3.7634798086518253,2017-04-14T12:00:00+00:00
SEED000572,2017-04-11,z_ke_mandera_west,Strategic developments,,3,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,41.501384226917956,3.989326724767043,2017-04-13T12:00:00+00:00
SEED000573,2017-04-11,z_so_dolow,Protests,,3,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,42.07522769917378,4.354473940374061,2017-04-20T12:00:00+00:00
SEED000574,2017-04-25,z_so_bulohawo_s,Riots,,1,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,41.92789404922138,3.6301897575385778,2017-04-27T12:00:00+00:00
SEED000575,2017-04-25,z_so_bulohawo_s,Battles,,5,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,42.03220095719818,3.7564538074796396,2017-05-03T12:00:00+00:00
SEED000576,2017-05-01,z_so_bulohawo_s,Protests,,5,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,42.10598668987821,3.766205668176229,2017-05-07T12:00:00+00:00
SEED000577,2017-05-04,z_ke_mandera_west,Battles,,0,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.538545578171316,3.9700149181949813,2017-05-10T12:00:00+00:00
SEED000578,2017-05-07,z_so_bulohawo,Protests,,2,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,41.96632458761552,3.9919393224692965,2017-05-11T12:00:00+00:00
SEED000579,2017-05-07,z_et_suftu,Battles,,0,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.56472452256366,4.207740005881104,2017-05-09T12:00:00+00:00
SEED000580,2017-05-05,z_so_dolow,Protests,,2,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,42.08730496151044,4.241065734314788,2017-05-08T12:00:00+00:00
SEED000581,2017-05-16,z_ke_mandera_west,Protests,,5,Rangeland Defence Front,Border Watch Irregulars,Reported incident involving Rangeland Defence Front and Border Watch Irregulars.,41.47303846638445,4.011787531843664,2017-05-25T12:00:00+00:00
SEED000582,2017-05-25,z_ke_mandera_west,Riots,,1,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.55226341197634,3.926863596146032,2017-06-01T12:00:00+00:00
SEED000583,2017-05-25,z_so_bulohawo,Protests,,4,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.99061991957419,3.9883494075353254,2017-06-02T12:00:00+00:00
SEED000584,2017-06-02,z_ke_arabia,Battles,,4,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.79232330539146,3.7057894386194645,2017-06-08T12:00:00+00:00
SEED000585,2017-06-07,z_so_bulohawo_s,Protests,,4,Highland Communal Militia,Riverine Self-Defence Group,Reported incident involving Highland Communal Militia and Riverine Self-Defence Group.,42.02781044779173,3.710624846860077,2017-06-14T12:00:00+00:00
SEED000586,2017-06-09,z_ke_mandera_west,Battles,,5,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,41.561613505457466,3.9350912930831057,2017-06-16T12:00:00+00:00
SEED000587,2017-06-04,z_et_suftu,Violence against civilians,,2,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.505659468945176,4.28161340953886,2017-06-08T12:00:00+00:00
SEED000588,2017-06-12,z_ke_mandera_south,Riots,,1,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,41.51951061012918,3.7751566428327914,2017-06-20T12:00:00+00:00
SEED000589,2017-06-26,z_so_bulohawo_s,Protests,,3,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.927989032295365,3.7462460482652364,2017-07-01T12:00:00+00:00
SEED000590,2017-06-22,z_ke_mandera_town,Strategic developments,,5,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.81407393535906,3.9685841043184467,2017-07-01T12:00:00+00:00
SEED000591,2017-07-06,z_ke_mandera_south,Violence against civilians,,0,Northgate Pastoralist Bloc,Riverine Self-Defence Group,Reported incident involving Northgate Pastoralist Bloc and Riverine Self-Defence Group.,41.60232236007979,3.7586169834465912,2017-07-12T12:00:00+00:00
SEED000592,2017-07-03,z_ke_mandera_south,Protests,,2,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.50081371177408,3.844981416227196,2017-07-11T12:00:00+00:00
SEED000593,2017-07-04,z_so_bulohawo_s,Violence against civilians,,4,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,42.007815039254425,3.6862246782266217,2017-07-06T12:00:00+00:00
SEED000594,2017-07-02,z_so_bulohawo_s,Violence against civilians,,1,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,42.06414542285272,3.790843887229868,2017-07-05T12:00:00+00:00
SEED000595,2017-07-03,z_so_bulohawo_s,Violence against civilians,,4,Highland Communal Militia,Northgate Pastoralist Bloc,Reported incident involving Highland Communal Militia and Northgate Pastoralist Bloc.,42.03668960597292,3.731378913884583,2017-07-12T12:00:00+00:00
SEED000596,2017-07-01,z_ke_mandera_west,Strategic developments,,4,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.47521830253634,3.8978482138931874,2017-07-10T12:00:00+00:00
SEED000597,2017-07-11,z_ke_mandera_south,Protests,,4,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.51591659297988,3.7876226390340104,2017-07-14T12:00:00+00:00
SEED000598,2017-07-15,z_ke_mandera_south,Strategic developments,,4,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.54796915313778,3.777295723705168,2017-07-17T12:00:00+00:00
SEED000599,2017-07-19,z_ke_mandera_west,Protests,,4,Highland Communal Militia,Border Watch Irregulars,Reported incident involving Highland Communal Militia and Border Watch Irregulars.,41.44167793226703,3.896614288684006,2017-07-24T12:00:00+00:00
SEED000600,2017-07-11,z_et_suftu,Riots,,4,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.59067547020225,4.186222575204255,2017-07-16T12:00:00+00:00
SEED000601,2017-07-26,z_ke_mandera_west,Battles,,5,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,41.53596146568977,4.032261409980328,2017-08-02T12:00:00+00:00
SEED000602,2017-07-23,z_et_suftu,Protests,,2,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.47949613258923,4.167043388246615,2017-07-31T12:00:00+00:00
SEED000603,2017-07-28,z_et_dolo_ado,Violence against civilians,,2,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.7767624410059,4.193687521113337,2017-08-02T12:00:00+00:00
SEED000604,2017-08-13,z_ke_mandera_south,Riots,,5,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.42921040892269,3.8298713775122812,2017-08-15T12:00:00+00:00
SEED000605,2017-08-21,z_ke_mandera_south,Riots,,0,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.55976538376034,3.6464827590056266,2017-08-30T12:00:00+00:00
SEED000606,2017-08-27,z_so_bulohawo_s,Violence against civilians,,1,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,42.05479188865723,3.7796780738497393,2017-08-31T12:00:00+00:00
SEED000607,2017-08-28,z_so_bulohawo,Strategic developments,,0,Riverine Self-Defence Group,Border Watch Irregulars,Reported incident involving Riverine Self-Defence Group and Border Watch Irregulars.,41.980539825674406,3.973435509044784,2017-08-31T12:00:00+00:00
SEED000608,2017-09-06,z_so_bulohawo,Battles,,2,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,42.07215503961754,4.031527563709776,2017-09-14T12:00:00+00:00
SEED000609,2017-09-11,z_et_dolo_ado,Strategic developments,,2,Rangeland Defence Front,Riverine Self-Defence Group,Reported incident involving Rangeland Defence Front and Riverine Self-Defence Group.,41.741734170097665,4.196716420770972,2017-09-20T12:00:00+00:00
SEED000610,2017-09-27,z_ke_arabia,Protests,,4,Riverine Self-Defence Group,Highland Communal Militia,Reported incident involving Riverine Self-Defence Group and Highland Communal Militia.,41.70528059849478,3.77338812463279,2017-10-02T12:00:00+00:00
SEED000611,2017-09-27,z_et_suftu,Battles,,5,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.514445383183194,4.159345304495125,2017-09-30T12:00:00+00:00
SEED000612,2017-09-23,z_et_dolo_ado,Battles,,1,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,41.83299794726981,4.2248392260144225,2017-10-02T12:00:00+00:00
SEED000613,2017-10-08,z_ke_mandera_south,Violence against civilians,,4,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.540909981908676,3.662696314442833,2017-10-14T12:00:00+00:00
SEED000614,2017-10-04,z_ke_mandera_town,Riots,,0,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.71765196291731,3.9210254163314784,2017-10-10T12:00:00+00:00
SEED000615,2017-10-03,z_ke_mandera_town,Riots,,4,Border Watch Irregulars,Riverine Self-Defence Group,Reported incident involving Border Watch Irregulars and Riverine Self-Defence Group.,41.78319387615742,3.968020563166651,2017-10-05T12:00:00+00:00
SEED000616,2017-10-13,z_ke_mandera_town,Riots,,3,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.84366082639175,3.8932139491249744,2017-10-20T12:00:00+00:00
SEED000617,2017-10-16,z_so_bulohawo,Battles,,5,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,42.085863103286556,3.971701659112714,2017-10-22T12:00:00+00:00
SEED000618,2017-10-17,z_so_bulohawo,Protests,,3,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,42.05178944745587,3.902870183967964,2017-10-21T12:00:00+00:00
SEED000619,2017-10-15,z_et_dolo_ado,Violence against civilians,,2,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,41.76269378532566,4.266294186809552,2017-10-19T12:00:00+00:00
SEED000620,2017-10-21,z_ke_arabia,Battles,,0,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,41.74337627197358,3.7222563065132923,2017-10-26T12:00:00+00:00
SEED000621,2017-11-03,z_ke_mandera_town,Battles,,1,Highland Communal Militia,Border Watch Irregulars,Reported incident involving Highland Communal Militia and Border Watch Irregulars.,41.75092465213967,3.8932541062839325,2017-11-08T12:00:00+00:00
SEED000622,2017-11-06,z_so_bulohawo,Strategic developments,,4,Northgate Pastoralist Bloc,Border Watch Irregulars,Reported incident involving Northgate Pastoralist Bloc and Border Watch Irregulars.,42.045479127406274,4.00271028979295,2017-11-09T12:00:00+00:00
SEED000623,2017-11-04,z_so_dolow,Protests,,2,Riverine Self-Defence Group,Rangeland Defence Front,Reported incident involving Riverine Self-Defence Group and Rangeland Defence Front.,42.0269587334752,4.329332709713538,2017-11-13T12:00:00+00:00
SEED000624,2017-11-11,z_so_bulohawo_s,Strategic developments,,2,Rangeland Defence Front,Northgate Pastoralist Bloc,Reported incident involving Rangeland Defence Front and Northgate Pastoralist Bloc.,42.03563929008349,3.7794109316159457,2017-11-20T12:00:00+00:00
SEED000625,2017-11-12,z_so_bulohawo_s,Riots,,4,Border Watch Irregulars,Highland Communal Militia,Reported incident involving Border Watch Irregulars and Highland Communal Militia.,42.043680959710365,3.693123123658264,2017-11-19T12:00:00+00:00
SEED000626,2017-11-13,z_ke_mandera_town,Protests,,4,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.777839192974035,3.9547909092241715,2017-11-21T12:00:00+00:00
SEED000627,2017-11-13,z_so_bulohawo,Violence against civilians,,2,Border Watch Irregulars,Rangeland Defence Front,Reported incident involving Border Watch Irregulars and Rangeland Defence Front.,41.97985202935263,3.9092791858788765,2017-11-17T12:00:00+00:00
SEED000628,2017-11-18,z_et_suftu,Protests,,1,Highland Communal Militia,Rangeland Defence Front,Reported incident involving Highland Communal Militia and Rangeland Defence Front.,41.56205102728999,4.248446691277198,2017-11-27T12:00:00+00:00
SEED000629,2017-11-11,z_et_dolo_ado,Battles,,2,Rangeland Defence Front,Highland Communal Militia,Reported incident involving Rangeland Defence Front and Highland Communal Militia.,41.78581133889442,4.249193061136785,2017-11-20T12:00:00+00:00
